"geocoding"
"548 LEONARD STREET , New York NY"
"2356 ATLANTIC AVENUE , New York NY"
"214 SKILLMAN STREET , New York NY"
"232 ROCHESTER AVENUE , New York NY"
"345 86 STREET , New York NY"
"137 RODNEY STREET , New York NY"
"139 RODNEY STREET , New York NY"
"28 RICHARDSON STREET , New York NY"
"274 JEFFERSON STREET , New York NY"
"820 WASHINGTON AVENUE , New York NY"
"824 WASHINGTON AVENUE , New York NY"
"205 JAVA STREET , New York NY"
"125 96 STREET , New York NY"
"47 WILLOUGHBY STREET , New York NY"
"494 DUMONT AVENUE , New York NY"
"144 FROST STREET , New York NY"
"275 CONOVER STREET , New York NY"
"8608 FOSTER AVENUE , New York NY"
"11 STAGG STREET , New York NY"
"7407 13 AVENUE , New York NY"
"331 ALABAMA AVENUE , New York NY"
"1484 DEKALB AVENUE , New York NY"
"101 5 AVENUE , New York NY"
"103 5 AVENUE , New York NY"
"105 5 AVENUE , New York NY"
"107 5 AVENUE , New York NY"
"3513 ATLANTIC AVENUE , New York NY"
"407 REMSEN AVENUE , New York NY"
"752 53 STREET , New York NY"
"1423 46 STREET , New York NY"
"5017 16 AVENUE , New York NY"
"5021 16 AVENUE , New York NY"
"19 DEBEVOISE AVENUE , New York NY"
"260 CLIFTON PLACE , New York NY"
"231 CHESTER STREET , New York NY"
"183 SOUTH    3 STREET , New York NY"
"1122 EASTERN PARKWAY , New York NY"
"194 30 STREET , New York NY"
"198 ROEBLING STREET , New York NY"
"721 WILLOUGHBY AVENUE , New York NY"
"278 REAR VERNON AVENUE , New York NY"
"280 VERNON AVENUE , New York NY"
"395 EVERGREEN AVENUE , New York NY"
"5005 5 AVENUE , New York NY"
"2828 WEST   28 STREET , New York NY"
"646 RUTLAND ROAD , New York NY"
"17 HANOVER PLACE , New York NY"
"265 OCEAN PARKWAY , New York NY"
"1472 69 STREET , New York NY"
"2352 ATLANTIC AVENUE , New York NY"
"1061 ATLANTIC AVENUE , New York NY"
"9 CHAPEL STREET , New York NY"
"536 PROSPECT AVENUE , New York NY"
"544 7 AVENUE , New York NY"
"166 SOUTH    4 STREET , New York NY"
"4917 4 AVENUE , New York NY"
"225 25 STREET , New York NY"
"55 BORINQUEN PLACE , New York NY"
"1245 46 STREET , New York NY"
"155 HANCOCK STREET , New York NY"
"78 MESEROLE AVENUE , New York NY"
"296 TROUTMAN STREET , New York NY"
"660 FULTON STREET , New York NY"
"448 WAVERLY AVENUE , New York NY"
"450 WAVERLY AVENUE , New York NY"
"650 GREENE AVENUE , New York NY"
"6 MONITOR STREET , New York NY"
"625 54 STREET , New York NY"
"3041 AVENUE W , New York NY"
"3021 AVENUE W , New York NY"
"6901 3 AVENUE , New York NY"
"146 NEWEL STREET , New York NY"
"507 HERKIMER STREET , New York NY"
"1024 FULTON STREET , New York NY"
"1501 BROADWAY , New York NY"
"431 CLINTON STREET , New York NY"
"3109 NEWKIRK AVENUE , New York NY"
"3087 OCEAN AVENUE , New York NY"
"2026 OCEAN AVENUE , New York NY"
"2203 AVENUE Z , New York NY"
"337 SOUTH    4 STREET , New York NY"
"89 THROOP AVENUE , New York NY"
"1871 FULTON STREET , New York NY"
"1853 FULTON STREET , New York NY"
"467 GRAND STREET , New York NY"
"240 HUNTINGTON STREET , New York NY"
"588 MARCY AVENUE , New York NY"
"1851 FULTON STREET , New York NY"
"254 RALPH AVENUE , New York NY"
"326 BAINBRIDGE STREET , New York NY"
"234 RALPH AVENUE , New York NY"
"418 ROGERS AVENUE , New York NY"
"7910 4 AVENUE , New York NY"
"272 SCHENECTADY AVENUE , New York NY"
"725 53 STREET , New York NY"
"213 14 STREET , New York NY"
"750 58 STREET , New York NY"
"17 WILLOUGHBY AVENUE , New York NY"
"2411 64 STREET , New York NY"
"164 TEN EYCK STREET , New York NY"
"740 CLARKSON AVENUE , New York NY"
"106 GERRY STREET , New York NY"
"1700 FULTON STREET , New York NY"
"57 FRONT STREET , New York NY"
"425 EAST   96 STREET , New York NY"
"8516 5 AVENUE , New York NY"
"1222 63 STREET , New York NY"
"740 3 AVENUE , New York NY"
"155 STATE STREET , New York NY"
"304 LEONARD STREET , New York NY"
"192 DOUGLAS STREET , New York NY"
"846 MANHATTAN AVENUE , New York NY"
"285 EAST   35 STREET , New York NY"
"1 HUDSON AVENUE , New York NY"
"585 ARGYLE ROAD , New York NY"
"225 60 STREET , New York NY"
"691 NEW LOTS AVENUE , New York NY"
"1670 42 STREET , New York NY"
"410 MARLBOROUGH ROAD , New York NY"
"650 MADISON STREET , New York NY"
"577 LEXINGTON AVENUE , New York NY"
"1322 CORTELYOU ROAD , New York NY"
"180 NEW LOTS AVENUE , New York NY"
"677 VAN SINDEREN AVENUE , New York NY"
"545 HENRY STREET , New York NY"
"547 HENRY STREET , New York NY"
"660 EAST   98 STREET , New York NY"
"819 DEAN STREET , New York NY"
"112 LAKE STREET , New York NY"
"141 EVERGREEN AVENUE , New York NY"
"652 KENT AVENUE , New York NY"
"402 CORNELIA STREET , New York NY"
"9627 FARRAGUT ROAD , New York NY"
"853 DRIGGS AVENUE , New York NY"
"456 BLAKE AVENUE , New York NY"
"142 SCHOLES STREET , New York NY"
"4915 10 AVENUE , New York NY"
"275 BLAKE AVENUE , New York NY"
"307 BLAKE AVENUE , New York NY"
"500 MOTHER GASTON BOULEVARD , New York NY"
"326 ROCKAWAY AVENUE , New York NY"
"895 MOTHER GASTON BOULEVARD , New York NY"
"235 TOMPKINS AVENUE , New York NY"
"179 MARTENSE STREET , New York NY"
"250 BERRY STREET , New York NY"
"277 BERRY STREET , New York NY"
"2276 HOMECREST AVENUE , New York NY"
"9323 SHORE ROAD , New York NY"
"214 AVENUE U , New York NY"
"216 AVENUE U , New York NY"
"369 DEKALB AVENUE , New York NY"
"1944 60 STREET , New York NY"
"197 NEW JERSEY AVENUE , New York NY"
"898 BELMONT AVENUE , New York NY"
"5202 13 AVENUE , New York NY"
"159 MESEROLE AVENUE , New York NY"
"161 MESEROLE AVENUE , New York NY"
"379 1 AVENUE , New York NY"
"20 WEST 36 STREET , New York NY"
"223 MOTT STREET , New York NY"
"169 EAST 69 STREET , New York NY"
"130 EAST 7 STREET , New York NY"
"352 WEST 115 STREET , New York NY"
"100 CLINTON STREET , New York NY"
"360 CABRINI BOULEVARD , New York NY"
"23 EAST 39 STREET , New York NY"
"601 WASHINGTON STREET , New York NY"
"88 WALKER STREET , New York NY"
"40 SUTTON PLACE , New York NY"
"514 EAST 81 STREET , New York NY"
"240 MADISON STREET , New York NY"
"1158 5 AVENUE , New York NY"
"350 WEST 39 STREET , New York NY"
"254 PARK AVENUE SOUTH , New York NY"
"341 8 AVENUE , New York NY"
"22 NORTH LOOP ROAD , New York NY"
"292 MADISON AVENUE , New York NY"
"944 PARK AVENUE , New York NY"
"245 10 AVENUE , New York NY"
"21 WEST 35 STREET , New York NY"
"730 3 AVENUE , New York NY"
"166 WEST 18 STREET , New York NY"
"135 WEST 225 STREET , New York NY"
"36 EAST 22 STREET , New York NY"
"807 PARK AVENUE , New York NY"
"1112 PARK AVENUE , New York NY"
"331 PARK AVENUE SOUTH , New York NY"
"1727 LEXINGTON AVENUE , New York NY"
"1729 LEXINGTON AVENUE , New York NY"
"870 5 AVENUE , New York NY"
"24 WEST 24 STREET , New York NY"
"558 WEST 21 STREET , New York NY"
"345 EAST 61 STREET , New York NY"
"170 WEST 72 STREET , New York NY"
"5 KING STREET , New York NY"
"32 EAST 4 STREET , New York NY"
"330 EAST 38 STREET , New York NY"
"499 SEVENTH AVENUE , New York NY"
"20 7 AVENUE , New York NY"
"210 WEST 147 STREET , New York NY"
"625 WEST 140 STREET , New York NY"
"30 EAST 29 STREET , New York NY"
"33 IRVING PLACE , New York NY"
"141 EAST 88 STREET , New York NY"
"161 WEST 4 STREET , New York NY"
"34 EAST 29 STREET , New York NY"
"477 BROADWAY , New York NY"
"132 EAST 78 STREET , New York NY"
"15 MAIDEN LANE , New York NY"
"36 EAST 29 STREET , New York NY"
"1275 YORK AVENUE , New York NY"
"15 WEST 81 STREET , New York NY"
"30 EAST 22 STREET , New York NY"
"79 LEONARD STREET , New York NY"
"180 EAST END AVENUE , New York NY"
"579 WEST 215 STREET , New York NY"
"944 PARK AVENUE , New York NY"
"8 WEST 65 STREET , New York NY"
"110 SUFFOLK STREET , New York NY"
"720 LEXINGTON AVENUE , New York NY"
"42 TRINITY PLACE , New York NY"
"145 4 AVENUE , New York NY"
"440 PARK AVENUE SOUTH , New York NY"
"48 EAST 57 STREET , New York NY"
"139 THOMPSON STREET , New York NY"
"875 3 AVENUE , New York NY"
"8 MORNINGSIDE AVENUE , New York NY"
"645 5 AVENUE , New York NY"
"1395 LEXINGTON AVENUE , New York NY"
"43 DIVISION STREET , New York NY"
"177 EAST 78 STREET , New York NY"
"5 EAST 38 STREET , New York NY"
"74 TRINITY PLACE , New York NY"
"68 TRINITY PLACE , New York NY"
"120 LEXINGTON AVENUE , New York NY"
"214 EAST 111 STREET , New York NY"
"61 WEST 23 STREET , New York NY"
"42 WEST 58 STREET , New York NY"
"200 EAST 66 STREET , New York NY"
"230 5 AVENUE , New York NY"
"220 EAST 78 STREET , New York NY"
"230 EAST 78 STREET , New York NY"
"165 EAST 107 STREET , New York NY"
"963 AMSTERDAM AVENUE , New York NY"
"175 EAST 78 STREET , New York NY"
"136 EAST 76 STREET , New York NY"
"34 WEST 17 STREET , New York NY"
"180 2 AVENUE , New York NY"
"303 EAST 71 STREET , New York NY"
"57 WEST 38 STREET , New York NY"
"5 HANOVER SQUARE , New York NY"
"524 WEST 42 STREET , New York NY"
"24 WEST 16 STREET , New York NY"
"96 MORTON STREET , New York NY"
"119 WEST 111 STREET , New York NY"
"119 WEST 111 STREET , New York NY"
"181 BLEEKER STREET , New York NY"
"109 WEST 141 STREET , New York NY"
"13 LAIGHT STREET , New York NY"
"118 EAST 101 STREET , New York NY"
"140 WEST 34 STREET , New York NY"
"30 SUTTON PLACE , New York NY"
"115 EAST 67 STREET , New York NY"
"15 WEST 17 STREET , New York NY"
"241 WEST 37 STREET , New York NY"
"400 WEST 58 STREET , New York NY"
"20 EAST 67 STREET , New York NY"
"122 EAST 82 STREET , New York NY"
"541 EAST 12 STREET , New York NY"
"425 WEST 144 STREET , New York NY"
"213 2 AVENUE , New York NY"
"39 WOOSTER STREET , New York NY"
"156-20 RIVERSIDE DRIVE , New York NY"
"148 WEST 23 STREET , New York NY"
"326 WEST 83 STREET , New York NY"
"44 WEST 105 STREET , New York NY"
"450 WEST 46 STREET , New York NY"
"310 EAST 71 STREET , New York NY"
"102 GREENE STREET , New York NY"
"161 WEST 4 STREET , New York NY"
"4 EAST 60 STREET , New York NY"
"160 EAST 89 STREET , New York NY"
"306 WEST 112 STREET , New York NY"
"180 WEST 20 STREET , New York NY"
"885 3 AVENUE , New York NY"
"280 FT WASHINGTON AVENUE , New York NY"
"270 FT WASHINGTON AVENUE , New York NY"
"135 EAST 54 STREET , New York NY"
"147 SPRING STREET , New York NY"
"417 EAST 90 STREET , New York NY"
"41 EAST 129 STREET , New York NY"
"511 WEST 27 STREET , New York NY"
"231 EAST 10 STREET , New York NY"
"423 WEST 46 STREET , New York NY"
"40 10 AVENUE , New York NY"
"38 WEST 9 STREET , New York NY"
"42 WEST 9 STREET , New York NY"
"1444 3 AVENUE , New York NY"
"46 WEST 9 STREET , New York NY"
"225 EAST 5 STREET , New York NY"
"58 ORCHARD STREET , New York NY"
"57 HORATIO STREET , New York NY"
"118 EAST 101 STREET , New York NY"
"320 WADSWORTH AVENUE , New York NY"
"4520 BROADWAY , New York NY"
"18 EAST 12 STREET , New York NY"
"305 WEST 98 STREET , New York NY"
"241 WEST 49 STREET , New York NY"
"1160 AMSTERDAM AVENUE , New York NY"
"301 WEST 45 STREET , New York NY"
"619 EAST 6 STREET , New York NY"
"3 EAST 84 STREET , New York NY"
"122 EAST 42 STREET , New York NY"
"272 WEST 107 STREET , New York NY"
"85 JANE STREET , New York NY"
"75 BAXTER STREET , New York NY"
"820 WASHINGTON STREET , New York NY"
"409 EAST 120 STREET , New York NY"
"238 EAST 81 STREET , New York NY"
"81 BAYARD STREET , New York NY"
"236 EAST 81 STREET , New York NY"
"1150 FIFTH AVENUE , New York NY"
"570 LEXINGTON AVENUE , New York NY"
"3 TIMES SQUARE , New York NY"
"152 EAST 35 STREET , New York NY"
"55 THOMAS STREET , New York NY"
"15 STONE STREET , New York NY"
"381 EAST 10 STREET , New York NY"
"550 WEST 110 STREET , New York NY"
"2 5 AVENUE , New York NY"
"70 THOMAS STREET , New York NY"
"401 7 AVENUE , New York NY"
"11 WEST 116 STREET , New York NY"
"147 WEST 24 STREET , New York NY"
"34 1/2 EAST 12 STREET , New York NY"
"49 ST NICHOLAS TERRACE , New York NY"
"454 WEST 46 STREET , New York NY"
"328 EAST 62 STREET , New York NY"
"444 EAST 52 STREET , New York NY"
"305 WEST 52 STREET , New York NY"
"414 WEST 46 STREET , New York NY"
"1790 BROADWAY , New York NY"
"132 WEST 36 STREET , New York NY"
"58 WEST 39 STREET , New York NY"
"132 WEST 134 STREET , New York NY"
"52 EAST 41 STREET , New York NY"
"415 EAST 64 STREET , New York NY"
"419 EAST 64 STREET , New York NY"
"421 EAST 64 STREET , New York NY"
"423 EAST 64 STREET , New York NY"
"2620 BROADWAY , New York NY"
"484 8 AVENUE , New York NY"
"486 8 AVENUE , New York NY"
"267 WEST 34 STREET , New York NY"
"265 WEST 34 STREET , New York NY"
"9 MINETTA STREET , New York NY"
"150 EAST 89 STREET , New York NY"
"130 2 AVENUE , New York NY"
"21 EAST 66 STREET , New York NY"
"219 WEST 80 STREET , New York NY"
"145 BOWERY , New York NY"
"136 EAST 28 STREET , New York NY"
"21 JAY STREET , New York NY"
"28 LIBERTY STREET , New York NY"
"550 WEST 21 STREET , New York NY"
"106 WEST 28 STREET , New York NY"
"461 WEST 43 STREET , New York NY"
"2164 3 AVENUE , New York NY"
"12 WEST 48 STREET , New York NY"
"550 7 AVENUE , New York NY"
"137 RIVERSIDE DRIVE , New York NY"
"1 CENTRAL PARK SOUTH , New York NY"
"615 10 AVENUE , New York NY"
"224 EAST 17 STREET , New York NY"
"470 2 AVENUE , New York NY"
"33 UNION SQUARE WEST , New York NY"
"480 2 AVENUE , New York NY"
"38 WEST 10 STREET , New York NY"
"48 EAST 3 STREET , New York NY"
"601 WEST 151 STREET , New York NY"
"529 EAST 85 STREET , New York NY"
"163 EAST 92 STREET , New York NY"
"1867 7 AVENUE , New York NY"
"10 WEST 76 STREET , New York NY"
"159 EAST 92 STREET , New York NY"
"412 EAST 90 STREET , New York NY"
"115 4 AVENUE , New York NY"
"477 MADISON AVENUE , New York NY"
"156 DELANCEY STREET , New York NY"
"875 PARK AVENUE , New York NY"
"2004 3 AVENUE , New York NY"
"554 5 AVENUE , New York NY"
"1260 BROADWAY , New York NY"
"17 WEST 60 STREET , New York NY"
"300 PARK AVENUE SOUTH , New York NY"
"132 WEST 26 STREET , New York NY"
"30 EAST 23 STREET , New York NY"
"201 EAST 116 STREET , New York NY"
"343 CANAL STREET , New York NY"
"821 FIRST AVENUE , New York NY"
"20 CORNELIA STREET , New York NY"
"1061 ST NICHOLAS AVENUE , New York NY"
"891 AMSTERDAM AVENUE , New York NY"
"1540 BROADWAY , New York NY"
"239 10 AVENUE , New York NY"
"135 WEST 143 STREET , New York NY"
"50 WEST 69 STREET , New York NY"
"730 COLUMBUS AVENUE , New York NY"
"525 WEST 26 STREET , New York NY"
"521 WEST 26 STREET , New York NY"
"515 WEST 26 STREET , New York NY"
"305 FIRST AVENUE , New York NY"
"513 WEST 26 STREET , New York NY"
"309 FIRST AVENUE , New York NY"
"311 FIRST AVENUE , New York NY"
"307 FIRST AVENUE , New York NY"
"336 CENTRAL PARK WEST , New York NY"
"1465 PARK AVENUE , New York NY"
"600 WEST 183 STREET , New York NY"
"339 WEST 38 STREET , New York NY"
"131 WEST 143 STREET , New York NY"
"306 EAST 117 STREET , New York NY"
"171 WEST 85 STREET , New York NY"
"235 WEST 15 STREET , New York NY"
"59 WEST 10 STREET , New York NY"
"61 WEST 10 STREET , New York NY"
"123 EAST 61 STREET , New York NY"
"300 EAST 96 STREET , New York NY"
"711 3 AVENUE , New York NY"
"1000 10 AVENUE , New York NY"
"121 WEST 15 STREET , New York NY"
"20 BEEKMAN PLACE , New York NY"
"263 WEST 38 STREET , New York NY"
"234 EAST 46 STREET , New York NY"
"36 ELLWOOD STREET , New York NY"
"228 WEST 24 STREET , New York NY"
"230 WEST 24 STREET , New York NY"
"232 WEST 24 STREET , New York NY"
"155 SULLIVAN STREET , New York NY"
"139 WEST 35 STREET , New York NY"
"445 LAFAYETTE STREET , New York NY"
"417 EAST 64 STREET , New York NY"
"1050 5 AVENUE , New York NY"
"330 EAST 56 STREET , New York NY"
"153 RIDGE STREET , New York NY"
"454 WEST 47 STREET , New York NY"
"265 CHERRY STREET , New York NY"
"275 CHERRY STREET , New York NY"
"6 WEST 28 STREET , New York NY"
"8 WEST 28 STREET , New York NY"
"110 WEST END AVENUE , New York NY"
"54 EAST 11 STREET , New York NY"
"79 ELDRIDGE STREET , New York NY"
"20 NORTH MOORE STREET , New York NY"
"155 EAST 49 STREET , New York NY"
"524 WEST 42 STREET , New York NY"
"15 WEST 37 STREET , New York NY"
"201 EAST 79 STREET , New York NY"
"510 PARK AVENUE , New York NY"
"1250 BROADWAY , New York NY"
"21 CLAREMONT AVENUE , New York NY"
"435 EAST 76 STREET , New York NY"
"360 EAST 72 STREET , New York NY"
"120 WEST 106 STREET , New York NY"
"36 EAST 31 STREET , New York NY"
"411 PARK AVENUE SOUTH , New York NY"
"156 WEST 106 STREET , New York NY"
"24 GRAMERCY PARK SOUTH , New York NY"
"140 WEST 106 STREET , New York NY"
"59 GREENWICH AVENUE , New York NY"
"600 MADISON AVENUE , New York NY"
"401 BROADWAY , New York NY"
"36 WEST 10 STREET , New York NY"
"366 WEST 30 STREET , New York NY"
"72 SPRING STREET , New York NY"
"124 WHITE STREET , New York NY"
"119 EAST 65 STREET , New York NY"
"583 PARK AVENUE , New York NY"
"1878 7 AVENUE , New York NY"
"20 EAST 35 STREET , New York NY"
"598 BROADWAY , New York NY"
"72 WEST 69 STREET , New York NY"
"327 EAST 84 STREET , New York NY"
"650 LENOX AVENUE , New York NY"
"219 EAST 26 STREET , New York NY"
"80 BENNETT AVENUE , New York NY"
"230 MALCOLM X BOULEVARD , New York NY"
"455 EAST 86 STREET , New York NY"
"242 WEST 22 STREET , New York NY"
"46 DOWNING STREET , New York NY"
"113 JANE STREET , New York NY"
"152 MADISON AVENUE , New York NY"
"62 EAST 125 STREET , New York NY"
"177 WEST BROADWAY , New York NY"
"344 WEST 23 STREET , New York NY"
"152 WEST 128 STREET , New York NY"
"54 MORTON STREET , New York NY"
"460 BROOME STREET , New York NY"
"206 EAST 95 STREET , New York NY"
"28 WEST 27 STREET , New York NY"
"21 EAST 66 STREET , New York NY"
"37 VESTRY STREET , New York NY"
"100 WEST 86 STREET , New York NY"
"102 WEST 86 STREET , New York NY"
"37 WEST 93 STREET , New York NY"
"500 8 AVENUE , New York NY"
"482 FORT WASHINGTON AVENUE , New York NY"
"1283 YORK AVENUE , New York NY"
"130 WILLIAM STREET , New York NY"
"525 8 AVENUE , New York NY"
"1114 6 AVENUE , New York NY"
"116 EAST 63 STREET , New York NY"
"1018 LEXINGTON AVENUE , New York NY"
"250 EAST HOUSTON STREET , New York NY"
"420 EAST 54 STREET , New York NY"
"20 WEST 55 STREET , New York NY"
"304 EAST 94 STREET , New York NY"
"234 THOMPSON STREET , New York NY"
"649 MALCOLM X BOULEVARD , New York NY"
"645 LENOX AVENUE , New York NY"
"301 EAST 21 STREET , New York NY"
"171 WEST 12 STREET , New York NY"
"210 EAST 47 STREET , New York NY"
"100 BENNETT AVENUE , New York NY"
"46 EAST 81 STREET , New York NY"
"589 11 AVENUE , New York NY"
"5 WEST 91 STREET , New York NY"
"61 BAYARD STREET , New York NY"
"1450 MADISON AVENUE , New York NY"
"105 WEST 55 STREET , New York NY"
"71 NASSAU STREET , New York NY"
"125 EAST 116 STREET , New York NY"
"619 EAST 6 STREET , New York NY"
"444 WEST 163 STREET , New York NY"
"25 WEST 54 STREET , New York NY"
"144 EAST END AVENUE , New York NY"
"31 CHARLTON STREET , New York NY"
"49 MORTON STREET , New York NY"
"690 FT WASHINGTON AVENUE , New York NY"
"17 LAIGHT STREET , New York NY"
"50 WEST 17 STREET , New York NY"
"15 WEST 65 STREET , New York NY"
"1264 LEXINGTON AVENUE , New York NY"
"221 EAST 82 STREET , New York NY"
"1200 AMSTERDAM AVENUE , New York NY"
"234 WEST 42 STREET , New York NY"
"75 KENMARE STREET , New York NY"
"255 EAST HOUSTON STREET , New York NY"
"120 WEST 14 STREET , New York NY"
"501 COLUMBUS AVENUE , New York NY"
"503 COLUMBUS AVENUE , New York NY"
"235 WEST 18 STREET , New York NY"
"577 BROADWAY , New York NY"
"250 WEST 77 STREET , New York NY"
"689 COLUMBUS AVENUE , New York NY"
"720 WEST END AVENUE , New York NY"
"2080 BROADWAY , New York NY"
"240 EAST 55 STREET , New York NY"
"53 WEST 36 STREET , New York NY"
"14 EAST 96 STREET , New York NY"
"333 CENTRAL PARK WEST , New York NY"
"316 EAST 91 STREET , New York NY"
"253 EAST 7 STREET , New York NY"
"160 BENNETT AVENUE , New York NY"
"206 WEST 92 STREET , New York NY"
"100 GOLD STREET , New York NY"
"94 EAST 111 STREET , New York NY"
"111 CENTER STREET , New York NY"
"1071 ST NICHOLAS AVENUE , New York NY"
"253 BROADWAY , New York NY"
"834 FIFTH AVENUE , New York NY"
"558 WEST 164 STREET , New York NY"
"1017 6 AVENUE , New York NY"
"225 WEST 110 STREET , New York NY"
"155 EAST 52 STREET , New York NY"
"475 5 AVENUE , New York NY"
"25 HILLSIDE AVENUE , New York NY"
"242 WEST 76 STREET , New York NY"
"120 BROADWAY , New York NY"
"301 PARK AVENUE , New York NY"
"14 SICKLES STREET , New York NY"
"179 LAFAYETTE STREET , New York NY"
"241 CENTRE STREET , New York NY"
"251 CENTRE STREET , New York NY"
"403 BROOME STREET , New York NY"
"187 LAFAYETTE STREET , New York NY"
"126 CHAMBERS STREET , New York NY"
"479 WASHINGTON STREET , New York NY"
"640 RIVERSIDE DRIVE , New York NY"
"1500 1 AVENUE , New York NY"
"151 CANAL STREET , New York NY"
"301 EAST 45 STREET , New York NY"
"44 WEST 37 STREET , New York NY"
